id,brand,model,brand_names,model_names
10312,STS,8489-10,СТС,
10313,STS,9447-10,СТС,
10314,STS,94471-10-01,СТС,
10315,STS,94471-10-02,СТС,
10770,STS,94472-10,СТС,
10318,STS,94473-10,СТС,
10319,STS,94473-10-01,СТС,
10771,STS,94475-10,СТС,
10321,STS,9447A-10,СТС,
3863,AYATS,ATLANTIS,АЯТС,АТЛАНТИС
3864,AYATS,BRAVO 1,АЯТС,
4929,AYATS,OLIMPIA,АЯТС,ОЛИМПИА
15319,ASTON MARTIN,DB11,АСТОН МАРТИН,
985,ASTON MARTIN,DB7,АСТОН МАРТИН,
986,ASTON MARTIN,DB9,АСТОН МАРТИН,
987,ASTON MARTIN,DBS,АСТОН МАРТИН,ДБС
18664,ASTON MARTIN,DBX,АСТОН МАРТИН,ДБX
15230,ASTON MARTIN,RAPIDE,АСТОН МАРТИН,РАПИДЕ
989,ASTON MARTIN,V12,АСТОН МАРТИН,
990,ASTON MARTIN,V8,АСТОН МАРТИН,
17251,ASTON MARTIN,VANTAGE,АСТОН МАРТИН,ВАНТАГЕ
1579,YUEJIN/NAVECO,NJ1020,YUEJIN | NAVECO,
1580,YUEJIN/NAVECO,NJ1041,YUEJIN | NAVECO,
6593,YUEJIN/NAVECO,NJ1062,YUEJIN | NAVECO,
1805,YUEJIN/NAVECO,NJ1080,YUEJIN | NAVECO,
15448,NURSAN,3ANRS2,НУРСАН,
1538,TATA,407,ТАТА,
1754,TATA,LPT 613,ТАТА,
2175,OTOYOL,E27,ОТОЙЛ,
2176,OTOYOL,E29,ОТОЙЛ,
2177,OTOYOL,M23.9,ОТОЙЛ,
2178,OTOYOL,M24.9,ОТОЙЛ,
2179,OTOYOL,M29,ОТОЙЛ,
8921,SHINERAY,XY125,ШАЙНРЕЙ,
5068,SHINERAY,XY250,ШАЙНРЕЙ,
8922,SHINERAY,XY350,ШАЙНРЕЙ,
10727,HUMBAUR,BALIOS,ХУМБАУР,БАЛИОС
10718,HUMBAUR,BIG ONE,ХУМБАУР,БИГ ОНЕ
10726,HUMBAUR,CARRUS,ХУМБАУР,ЦАРРУС
3429,HUMBAUR,H,ХУМБАУР,Х
3430,HUMBAUR,HA,ХУМБАУР,ХА
10733,HUMBAUR,HF,ХУМБАУР,ХФ
10730,HUMBAUR,HM,ХУМБАУР,ХМ
10732,HUMBAUR,HP,ХУМБАУР,ХП
10721,HUMBAUR,HSA,ХУМБАУР,ХСА
3431,HUMBAUR,HSA 2006,ХУМБАУР,
3432,HUMBAUR,HT,ХУМБАУР,ХТ
3433,HUMBAUR,HU,ХУМБАУР,ХУ
10734,HUMBAUR,L,ХУМБАУР,Л
10725,HUMBAUR,MAXIMUS,ХУМБАУР,МАXИМУС
10724,HUMBAUR,PEGASUS,ХУМБАУР,ПЕГАСУС
10717,HUMBAUR,RAPID,ХУМБАУР,РАПИД
10722,HUMBAUR,REXUS,ХУМБАУР,РЕXУС
10723,HUMBAUR,SPIRIT,ХУМБАУР,СПИРИТ
10729,HUMBAUR,XANTHOS,ХУМБАУР,XАНТХОС
2780,MINSK,125 MOTARD,МИНСК,
2782,MINSK,"3,112",МИНСК,
2783,MINSK,"3,113",МИНСК,
2784,MINSK,"3,115",МИНСК,
2790,MINSK,C4 200,МИНСК,
2789,MINSK,M4 200,МИНСК,
322,SUZUKI,AERIO,СУЗУКИ,АЕРИО
323,SUZUKI,ALTO,СУЗУКИ,АЛТО
11964,SUZUKI,AN,СУЗУКИ,АН
324,SUZUKI,BALENO,СУЗУКИ,БАЛЕНО
2493,SUZUKI,BOULEVARD,СУЗУКИ,БОУЛЕВАРД
6547,SUZUKI,BURGMAN,СУЗУКИ,БУРГМАН
325,SUZUKI,CULTUS,СУЗУКИ,КУЛТУС
2497,SUZUKI,DL V-STROM,СУЗУКИ,
2498,SUZUKI,DR,СУЗУКИ,ДР
8996,SUZUKI,DR-Z,СУЗУКИ,ДР З
17365,SUZUKI,EN,СУЗУКИ,ЕН
326,SUZUKI,ESCUDO,СУЗУКИ,ЕСКУДО
2499,SUZUKI,GN,СУЗУКИ,ГН
18641,SUZUKI,GRAND VITARA,СУЗУКИ,ГРАНД ВИТАРА
2500,SUZUKI,GS,СУЗУКИ,ГС
2501,SUZUKI,GSF,СУЗУКИ,ГСФ
2502,SUZUKI,GSR,СУЗУКИ,ГСР
2503,SUZUKI,GSX,СУЗУКИ,ГСX
2504,SUZUKI,GV,СУЗУКИ,ГВ
11965,SUZUKI,GW,СУЗУКИ,ГW
11961,SUZUKI,GZ,СУЗУКИ,ГЗ
8995,SUZUKI,HAYABUSA,СУЗУКИ,ХАЙБУСА
327,SUZUKI,IGNIS,СУЗУКИ,ИГНИС
2506,SUZUKI,INTRUDER,СУЗУКИ,ИНТРУДЕР
328,SUZUKI,JIMNY,СУЗУКИ,ДЖИМИ
329,SUZUKI,KIZASHI,СУЗУКИ,КИЗАШИ
330,SUZUKI,LIANA,СУЗУКИ,ЛИАНА
2510,SUZUKI,RF,СУЗУКИ,РФ
2512,SUZUKI,RM,СУЗУКИ,РМ
2513,SUZUKI,RV,СУЗУКИ,РВ
2514,SUZUKI,SFV 650,СУЗУКИ,
332,SUZUKI,SPLASH,СУЗУКИ,СПЛАШ
2516,SUZUKI,SV,СУЗУКИ,СВ
333,SUZUKI,SWIFT,СУЗУКИ,СWИФТ
334,SUZUKI,SX4,СУЗУКИ,
2518,SUZUKI,TL 1000,СУЗУКИ,
2519,SUZUKI,TR 50 SD,СУЗУКИ,
2521,SUZUKI,TU 250,СУЗУКИ,
18642,SUZUKI,VITARA,СУЗУКИ,ВИТАРА
335,SUZUKI,VITARA/GRAND VITARA,СУЗУКИ,VITARA | GRAND VITARA | ВИТАРА | ГРАНД ВИТАРА
2522,SUZUKI,VL,СУЗУКИ,ВЛ
2524,SUZUKI,VS,СУЗУКИ,ВС
2525,SUZUKI,VX 800,СУЗУКИ,
2526,SUZUKI,VZ,СУЗУКИ,ВЗ
2527,SUZUKI,VZR,СУЗУКИ,ВЗР
336,SUZUKI,WAGON R,СУЗУКИ,WАГОН Р
2528,SUZUKI,XF 650,СУЗУКИ,
18657,SUZUKI,XL-7,СУЗУКИ,
10078,PHM,860400,ПХМ,
15172,LIAZ,4292,ЛИАЗ,
15560,LIAZ,5250,ЛИАЗ,
15561,LIAZ,5251,ЛИАЗ,
2402,LIAZ,5256,ЛИАЗ,
15610,LIAZ,5290,ЛИАЗ,
15565,LIAZ,5291,ЛИАЗ,
2403,LIAZ,5292,ЛИАЗ,
2404,LIAZ,5293,ЛИАЗ,
2405,LIAZ,6212,ЛИАЗ,
2406,LIAZ,6213,ЛИАЗ,
16027,LIAZ,6274,ЛИАЗ,
2407,LIAZ,677,ЛИАЗ,
215,BMW,1 SERIES,БМВ,1
7665,BMW,2 SERIES,БМВ,2
18590,BMW,2 SERIES ACTIVE TOURER,БМВ,
8708,BMW,3 GT,БМВ,
216,BMW,3 SERIES,БМВ,3
6201,BMW,4 SERIES,БМВ,4
210,BMW,5 GT,БМВ,
217,BMW,5 SERIES,БМВ,5
16107,BMW,6 GT,БМВ,
218,BMW,6 SERIES,БМВ,6
219,BMW,7 SERIES,БМВ,7
220,BMW,8 SERIES,БМВ,8
17303,BMW,C EVOLUTION,БМВ,К ЕВОЛУТИОН
2444,BMW,C-1,БМВ,
17286,BMW,C600 SPORT,БМВ,
17289,BMW,C650 SPORT,БМВ,
17225,BMW,C650GT,БМВ,
2445,BMW,F650,БМВ,
2446,BMW,F650CS,БМВ,
2447,BMW,F650GS,БМВ,
17287,BMW,F700GS,БМВ,
17220,BMW,F750GS,БМВ,
2448,BMW,F800GS,БМВ,
17288,BMW,F800GT,БМВ,
2449,BMW,F800R,БМВ,
2450,BMW,F800S,БМВ,
2451,BMW,F800ST,БМВ,
17221,BMW,F850GS,БМВ,
2452,BMW,G450X,БМВ,
2453,BMW,G650,БМВ,
2454,BMW,G650GS,БМВ,
2455,BMW,G650X,БМВ,
17304,BMW,HP2,БМВ,
17290,BMW,HP4,БМВ,
14897,BMW,I3,БМВ,
8734,BMW,I8,БМВ,
2457,BMW,K100,БМВ,
2458,BMW,K1100,БМВ,
2459,BMW,K1200GT,БМВ,
2460,BMW,K1200LT,БМВ,
2461,BMW,K1200R,БМВ,
2462,BMW,K1200RS,БМВ,
2463,BMW,K1200S,БМВ,
2464,BMW,K1300GT,БМВ,
2465,BMW,K1300R,БМВ,
2466,BMW,K1300S,БМВ,
17394,BMW,K1600,БМВ,
2467,BMW,K1600GTL,БМВ,
6200,BMW,M1,БМВ,
15185,BMW,M2,БМВ,
211,BMW,M3,БМВ,
8737,BMW,M4,БМВ,
212,BMW,M5,БМВ,
213,BMW,M6,БМВ,
18440,BMW,M8,БМВ,
17226,BMW,R NINE T,БМВ,Р НИНЕ Т
2470,BMW,R1100GS,БМВ,
2471,BMW,R1100R,БМВ,
17395,BMW,R1100RS,БМВ,
2472,BMW,R1100RT,БМВ,
2473,BMW,R1100S,БМВ,
2474,BMW,R1150GS,БМВ,
2475,BMW,R1150R,БМВ,
2476,BMW,R1150RS,БМВ,
2477,BMW,R1150RT,БМВ,
2478,BMW,R12,БМВ,
2479,BMW,R1200C,БМВ,
2480,BMW,R1200CL,БМВ,
2481,BMW,R1200GS,БМВ,
2482,BMW,R1200R,БМВ,
17306,BMW,R1200RS,БМВ,
2483,BMW,R1200RT,БМВ,
17396,BMW,R1200S,БМВ,
2484,BMW,R1200ST,БМВ,
17224,BMW,R1250GS,БМВ,
17291,BMW,R1250R,БМВ,
17292,BMW,R1250RS,БМВ,
17229,BMW,R1250RT,БМВ,
2488,BMW,R80,БМВ,
2489,BMW,R850R,БМВ,
2490,BMW,R90,БМВ,
2491,BMW,S1000RR,БМВ,
221,BMW,X1,БМВ,
15579,BMW,X2,БМВ,
222,BMW,X3,БМВ,
8733,BMW,X4,БМВ,
223,BMW,X5,БМВ,
224,BMW,X6,БМВ,
16210,BMW,X7,БМВ,
225,BMW,Z1,БМВ,
226,BMW,Z3,БМВ,
227,BMW,Z4,БМВ,
228,BMW,Z8,БМВ,
2308,GOLDEN DRAGON,XML6106E,ГОЛДЕН ДРАГОН,
2309,GOLDEN DRAGON,XML6112UE,ГОЛДЕН ДРАГОН,
16167,GOLDEN DRAGON,XML6126JR,ГОЛДЕН ДРАГОН,
3871,GOLDEN DRAGON,XML6127,ГОЛДЕН ДРАГОН,
18578,GOLDEN DRAGON,XML6127CN,ГОЛДЕН ДРАГОН,
10748,GOLDEN DRAGON,XML6127JR,ГОЛДЕН ДРАГОН,
2310,GOLDEN DRAGON,XML6129E,ГОЛДЕН ДРАГОН,
2311,GOLDEN DRAGON,XML6482E,ГОЛДЕН ДРАГОН,
2312,GOLDEN DRAGON,XML6483E,ГОЛДЕН ДРАГОН,
2313,GOLDEN DRAGON,XML6601C,ГОЛДЕН ДРАГОН,
2315,GOLDEN DRAGON,XML6720C,ГОЛДЕН ДРАГОН,
2316,GOLDEN DRAGON,XML6796E,ГОЛДЕН ДРАГОН,
2317,GOLDEN DRAGON,XML6840UE,ГОЛДЕН ДРАГОН,
2318,GOLDEN DRAGON,XML6896E,ГОЛДЕН ДРАГОН,
10758,GOLDEN DRAGON,XML6957JR,ГОЛДЕН ДРАГОН,
1174,KIA,AVELLA,КИА,АВЕЛЛА
1685,KIA,BESTA,КИА,БЕСТА
1686,KIA,BONGO,КИА,БОНГО
1175,KIA,CARENS,КИА,КАРЕНС
18633,KIA,CARNIVAL,КИА,КАРНИВАЛ
1177,KIA,CEED,КИА,СИД
1178,KIA,CERATO,КИА,КЕРАТО
1179,KIA,CLARUS,КИА,КЛАРУС
2378,KIA,GRANBIRD,КИА,ГРАНБЕРД
2053,KIA,GRANTO,КИА,ГРАНТО
1180,KIA,JOICE,КИА,ДЖУС
1687,KIA,K-SERIES,КИА,К СЕРИЕС | K
18570,KIA,K5,КИА,
16188,KIA,K900,КИА,
18634,KIA,MAGENTIS,КИА,МАГЕНТИС
1182,KIA,MOHAVE,КИА,МОХАВЕ
18660,KIA,NIRO,КИА,НИРО
1183,KIA,OPIRUS,КИА,ОПИРУС
18635,KIA,OPTIMA,КИА,ОПТИМА
1185,KIA,PICANTO,КИА,ПИКАНТО
1688,KIA,PREGIO,КИА,ПРЕЖИО
1186,KIA,PRIDE,КИА,ПРАЙД
18613,KIA,PROCEED,КИА,ПРОСИД
1187,KIA,QUORIS,КИА,КВОРИС
1188,KIA,RETONA,КИА,РЕТОНА
2055,KIA,RHINO,КИА,РХИНО
1189,KIA,RIO,КИА,РИО
18636,KIA,SEDONA,КИА,СЕДОНА
17309,KIA,SELTOS,КИА,СЕЛТОС
1190,KIA,SORENTO,КИА,СОРЕНТО
1191,KIA,SOUL,КИА,СОУЛ
1192,KIA,SPECTRA/SEPHIA/SHUMA,КИА,SPECTRA | СПЕКТРА | SEPHIA | СЕПХИА | SHUMA | ШУМА
1193,KIA,SPORTAGE,КИА,СПОРТАДЖ
15291,KIA,SPORTAGE 1,КИА,
15292,KIA,SPORTAGE 2,КИА,
15293,KIA,SPORTAGE 3,КИА,
15294,KIA,SPORTAGE 4,КИА,
15577,KIA,STINGER,КИА,СТИНГЕР
1194,KIA,VENGA,КИА,ВЕНГА
18576,KIA,XCEED,КИА,XСИД
3604,SAMRO,2EC16,САМРО,
3605,SAMRO,2EC19,САМРО,
3607,SAMRO,3EC24,САМРО,
3608,SAMRO,C218RJ,САМРО,
3609,SAMRO,CD18VJPA,САМРО,
3611,SAMRO,R31724,САМРО,
3612,SAMRO,RE219D,САМРО,
3613,SAMRO,RE326,САМРО,
3614,SAMRO,RE330DV,САМРО,
3615,SAMRO,RT26R,САМРО,
3616,SAMRO,S338DH,САМРО,
3617,SAMRO,S338FH,САМРО,
3618,SAMRO,S338RC,САМРО,
3619,SAMRO,S338RH,САМРО,
3620,SAMRO,S338RJ,САМРО,
3621,SAMRO,S338SH,САМРО,
3622,SAMRO,S338WH,САМРО,
3623,SAMRO,SR334,САМРО,
3624,SAMRO,SR338,САМРО,
3625,SAMRO,ST39MH,САМРО,
3626,SAMRO,ST39WG,САМРО,
3627,SAMRO,ST39WH,САМРО,
3628,SAMRO,ST39WK,САМРО,
1045,HUMMER,H1,ХАММЕР,
1046,HUMMER,H2,ХАММЕР,
1047,HUMMER,H3,ХАММЕР,
8846,KANSAS,DF150,КАНСАС,
1436,MITSUBISHI,3000 GT,МИТСУБИСИ | МИЦУБИСИ,
1437,MITSUBISHI,AIRTREK,МИТСУБИСИ | МИЦУБИСИ,АИРТРЕК
1438,MITSUBISHI,ASPIRE,МИТСУБИСИ | МИЦУБИСИ,АСПИРЕ
1439,MITSUBISHI,ASX,МИТСУБИСИ | МИЦУБИСИ,АСX
1440,MITSUBISHI,CARISMA,МИТСУБИСИ | МИЦУБИСИ,КАРИСМА
1442,MITSUBISHI,CHARIOT,МИТСУБИСИ | МИЦУБИСИ,ЧАРИОТ
1443,MITSUBISHI,COLT,МИТСУБИСИ | МИЦУБИСИ,КОЛьТ
1715,MITSUBISHI,DELICA,МИТСУБИСИ | МИЦУБИСИ,ДЕЛИКА
1446,MITSUBISHI,DIAMANTE,МИТСУБИСИ | МИЦУБИСИ,ДИАМАНТЕ
1449,MITSUBISHI,DION,МИТСУБИСИ | МИЦУБИСИ,ДИОН
1450,MITSUBISHI,ECLIPSE,МИТСУБИСИ | МИЦУБИСИ,ЕКЛИПС
1451,MITSUBISHI,EK,МИТСУБИСИ | МИЦУБИСИ,ЕК
1452,MITSUBISHI,ENDEAVOR,МИТСУБИСИ | МИЦУБИСИ,ЕНДЕАВОР
1454,MITSUBISHI,EXPO,МИТСУБИСИ | МИЦУБИСИ,ЕКСПО
1457,MITSUBISHI,GALANT,МИТСУБИСИ | МИЦУБИСИ,ГАЛАНТ
1458,MITSUBISHI,GRANDIS,МИТСУБИСИ | МИЦУБИСИ,ГРАНДИС
1460,MITSUBISHI,GTO,МИТСУБИСИ | МИЦУБИСИ,ГТО
1461,MITSUBISHI,I,МИТСУБИСИ | МИЦУБИСИ,И
1462,MITSUBISHI,I-MIEV,МИТСУБИСИ | МИЦУБИСИ,И МИЕВ
1464,MITSUBISHI,L200,МИТСУБИСИ | МИЦУБИСИ,
1716,MITSUBISHI,L300,МИТСУБИСИ | МИЦУБИСИ,
1717,MITSUBISHI,L400,МИТСУБИСИ | МИЦУБИСИ,
1465,MITSUBISHI,LANCER,МИТСУБИСИ | МИЦУБИСИ,ЛАНСЕР
1468,MITSUBISHI,LEGNUM,МИТСУБИСИ | МИЦУБИСИ,ЛЕГНУМ
1470,MITSUBISHI,MIGHTY MAX,МИТСУБИСИ | МИЦУБИСИ,МАЙТИ МАX
1472,MITSUBISHI,MIRAGE,МИТСУБИСИ | МИЦУБИСИ,МИРАЖ
1448,MITSUBISHI,MIRAGE DINGO,МИТСУБИСИ | МИЦУБИСИ,МИРАГЕ ДИНГО
1473,MITSUBISHI,MONTERO,МИТСУБИСИ | МИЦУБИСИ,МОНТЕРО
1476,MITSUBISHI,NATIVA,МИТСУБИСИ | МИЦУБИСИ,НАТИВА
1478,MITSUBISHI,OUTLANDER,МИТСУБИСИ | МИЦУБИСИ,АУТЛЭНДЕР
1479,MITSUBISHI,PAJERO,МИТСУБИСИ | МИЦУБИСИ,ПАДЖЕРО
1485,MITSUBISHI,RVR,МИТСУБИСИ | МИЦУБИСИ,РВР
1486,MITSUBISHI,SAPPORO,МИТСУБИСИ | МИЦУБИСИ,САППОРО
1487,MITSUBISHI,SHOGUN,МИТСУБИСИ | МИЦУБИСИ,ШОГУН
1490,MITSUBISHI,SIGMA,МИТСУБИСИ | МИЦУБИСИ,СИГМА
1492,MITSUBISHI,SPACE RUNNER,МИТСУБИСИ | МИЦУБИСИ,СПАЙС РАННЕР
1493,MITSUBISHI,SPACE STAR,МИТСУБИСИ | МИЦУБИСИ,СПЭЙС СТАР
1494,MITSUBISHI,SPACE WAGON,МИТСУБИСИ | МИЦУБИСИ,СПЭЙС ВАГОН
1495,MITSUBISHI,STARION,МИТСУБИСИ | МИЦУБИСИ,СТАРИОН
10695,GRAZ,PC 8638-12-01,ГРАЗ,
10696,GRAZ,PC 8638-12-02,ГРАЗ,
10697,GRAZ,PC 86391,ГРАЗ,
10699,GRAZ,PC 86391-10-01,ГРАЗ,
10700,GRAZ,PC 86531,ГРАЗ,
10701,GRAZ,PPC 912502,ГРАЗ,
10702,GRAZ,PPC 912503,ГРАЗ,
10703,GRAZ,PPC 912504,ГРАЗ,
15692,GRAZ,PPC 912505,ГРАЗ,
10704,GRAZ,PPC 912506,ГРАЗ,
10705,GRAZ,PPC 912507,ГРАЗ,
15693,GRAZ,PPC 91315,ГРАЗ,
16178,GRAZ,PPC 91323A-10,ГРАЗ,
15694,GRAZ,PPC 91374,ГРАЗ,
15695,GRAZ,PPC 91375,ГРАЗ,
15696,GRAZ,PPC 91381,ГРАЗ,
15697,GRAZ,PPC 91386,ГРАЗ,
15698,GRAZ,PPC 91389,ГРАЗ,
15699,GRAZ,PPC 9138C,ГРАЗ,
15700,GRAZ,PPC 91391,ГРАЗ,
15701,GRAZ,PPC 91392,ГРАЗ,
16179,GRAZ,PPC 91394-10,ГРАЗ,
15702,GRAZ,PPC 91399,ГРАЗ,
15703,GRAZ,PPC 91399C,ГРАЗ,
18905,GRAZ,PPC 92399-10,ГРАЗ,
15704,GRAZ,PPC 96221,ГРАЗ,
10706,GRAZ,PPC 96221-03,ГРАЗ,
10707,GRAZ,PPC 96221-04,ГРАЗ,
10708,GRAZ,PPC 96221-06,ГРАЗ,
10709,GRAZ,PPC 96221-07,ГРАЗ,
10710,GRAZ,PPC 96222,ГРАЗ,
10711,GRAZ,PPC 96222-02,ГРАЗ,
15945,GRAZ,PPC 96223,ГРАЗ,
15705,GRAZ,PPC 96226,ГРАЗ,
10713,GRAZ,PPC 96226-03,ГРАЗ,
10714,GRAZ,PPC 96226-04,ГРАЗ,
15706,GRAZ,PPC 96227,ГРАЗ,
9866,GRAZ,PPC 96227-03,ГРАЗ,
9867,GRAZ,PPC 96227-04,ГРАЗ,
15707,GRAZ,PPC 96231,ГРАЗ,
9868,GRAZ,PPC 96231-03,ГРАЗ,
9869,GRAZ,PPC 96231-05,ГРАЗ,
9871,GRAZ,PPC 96232-10,ГРАЗ,
2197,SARZ,3270,САРЗ,
2198,SARZ,3280,САРЗ,
2199,SARZ,3976,САРЗ,
12707,SARZ,8285-12,САРЗ,
2939,KOEGEL,AN18,КОЕГЕЛ,
2940,KOEGEL,AN24,КОЕГЕЛ,
10807,KOEGEL,ANBS18,КОЕГЕЛ,
10808,KOEGEL,ANCO18,КОЕГЕЛ,
2941,KOEGEL,AVKA18,КОЕГЕЛ,
2942,KOEGEL,AVKA24,КОЕГЕЛ,
2943,KOEGEL,AVKF18,КОЕГЕЛ,
2944,KOEGEL,AVKF24,КОЕГЕЛ,
2945,KOEGEL,AVKT18,КОЕГЕЛ,
2946,KOEGEL,AW18,КОЕГЕЛ,
2947,KOEGEL,AWE18,КОЕГЕЛ,
2948,KOEGEL,GN20,КОЕГЕЛ,
2949,KOEGEL,GN24,КОЕГЕЛ,
2951,KOEGEL,JN18,КОЕГЕЛ,
2952,KOEGEL,JN24,КОЕГЕЛ,
2955,KOEGEL,JWE18,КОЕГЕЛ,
2957,KOEGEL,S24,КОЕГЕЛ,
15948,KOEGEL,S24-1,КОЕГЕЛ,
15949,KOEGEL,S24-2,КОЕГЕЛ,
15950,KOEGEL,S24-3,КОЕГЕЛ,
15951,KOEGEL,S24-4,КОЕГЕЛ,
2958,KOEGEL,S26,КОЕГЕЛ,
2959,KOEGEL,SF24,КОЕГЕЛ,
2960,KOEGEL,SF27,КОЕГЕЛ,
10809,KOEGEL,SFCM27,КОЕГЕЛ,
2961,KOEGEL,SFHB24,КОЕГЕЛ,
2962,KOEGEL,SFHB27,КОЕГЕЛ,
10810,KOEGEL,SFSB24,КОЕГЕЛ,
2963,KOEGEL,SKHK24,КОЕГЕЛ,
2964,KOEGEL,SKHL24,КОЕГЕЛ,
2965,KOEGEL,SKHS18,КОЕГЕЛ,
2966,KOEGEL,SKHS24,КОЕГЕЛ,
2967,KOEGEL,SKMP18,КОЕГЕЛ,
2968,KOEGEL,SKMP24,КОЕГЕЛ,
2969,KOEGEL,SKMS18,КОЕГЕЛ,
2970,KOEGEL,SN18,КОЕГЕЛ,
2971,KOEGEL,SN24,КОЕГЕЛ,
2972,KOEGEL,SN27,КОЕГЕЛ,
10811,KOEGEL,SNBS24,КОЕГЕЛ,
2973,KOEGEL,SNC18,КОЕГЕЛ,
2974,KOEGEL,SNC24,КОЕГЕЛ,
2975,KOEGEL,SNC27,КОЕГЕЛ,
2976,KOEGEL,SNCC24,КОЕГЕЛ,
2977,KOEGEL,SNCM24,КОЕГЕЛ,
15952,KOEGEL,SNCO24,КОЕГЕЛ,
15953,KOEGEL,SP24,КОЕГЕЛ,
2978,KOEGEL,SPKH18,КОЕГЕЛ,
2979,KOEGEL,SPKH24,КОЕГЕЛ,
15954,KOEGEL,SV24,КОЕГЕЛ,
2980,KOEGEL,SVKA24,КОЕГЕЛ,
2981,KOEGEL,SVKA27,КОЕГЕЛ,
2982,KOEGEL,SVKT24,КОЕГЕЛ,
2983,KOEGEL,SVKT27,КОЕГЕЛ,
2984,KOEGEL,SW24,КОЕГЕЛ,
2985,KOEGEL,SWCT24,КОЕГЕЛ,
2986,KOEGEL,YF18,КОЕГЕЛ,
2987,KOEGEL,YFHB18,КОЕГЕЛ,
2988,KOEGEL,YN18,КОЕГЕЛ,
2989,KOEGEL,YNC18,КОЕГЕЛ,
2990,KOEGEL,YWE18,КОЕГЕЛ,
2991,KOEGEL,ZVKA18,КОЕГЕЛ,
2992,KOEGEL,ZVKT18,КОЕГЕЛ,
8810,FORSAGE,450,ФОРСАГЕ,
2225,SHUCHI BUS,YTK6106,ШУЧИ БАС,
2226,SHUCHI BUS,YTK6126,ШУЧИ БАС,
2748,JAWA,125,ЯВА,
2749,JAWA,250,ЯВА,
2750,JAWA,350,ЯВА,
2755,JAWA,640,ЯВА,
2756,JAWA,650,ЯВА,
19134,KRAKER,CF-Z,КРАКЕР,
1049,HYUNDAI,ACCENT,ХЕНДАИ | ХЕНДЭ,АКЦЕНТ
2333,HYUNDAI,AERO,ХЕНДАИ | ХЕНДЭ,АЕРО
15160,HYUNDAI,AERO CITY,ХЕНДАИ | ХЕНДЭ,АЕРО СИТИ
15161,HYUNDAI,AERO EXPRESS,ХЕНДАИ | ХЕНДЭ,АЕРО ЭКСПРЕСС
15162,HYUNDAI,AERO QUEEN,ХЕНДАИ | ХЕНДЭ,АЕРО КВИН
15163,HYUNDAI,AERO SPACE,ХЕНДАИ | ХЕНДЭ,АЕРО СПАЙС
15164,HYUNDAI,AERO TOWN,ХЕНДАИ | ХЕНДЭ,АЕРО ТАУН
1050,HYUNDAI,ATOS,ХЕНДАИ | ХЕНДЭ,АТОС
1051,HYUNDAI,AVANTE,ХЕНДАИ | ХЕНДЭ,АВАНТЕ
2334,HYUNDAI,CHORUS,ХЕНДАИ | ХЕНДЭ,ЧОРУС
2335,HYUNDAI,COUNTY,ХЕНДАИ | ХЕНДЭ,КАУНТИ
18615,HYUNDAI,COUPE,ХЕНДАИ | ХЕНДЭ,КУПЕ
1053,HYUNDAI,COUPE/TIBURON/TUSCANI,ХЕНДАИ | ХЕНДЭ,TIBURON | TUSCANI | ТИБУРОН | ТУСКАНИ
15223,HYUNDAI,CRETA,ХЕНДАИ | ХЕНДЭ,КРЕТА
1054,HYUNDAI,DINASTY,ХЕНДАИ | ХЕНДЭ,ДИНАСТИ
1055,HYUNDAI,ELANTRA,ХЕНДАИ | ХЕНДЭ,ЕЛАНТРА
1052,HYUNDAI,EQUUS,ХЕНДАИ | ХЕНДЭ,ЕКУУС
1056,HYUNDAI,EXCEL,ХЕНДАИ | ХЕНДЭ,ЭКСЕЛЬ
1057,HYUNDAI,GALLOPER,ХЕНДАИ | ХЕНДЭ,ГАЛЛОПЕР
1058,HYUNDAI,GENESIS,ХЕНДАИ | ХЕНДЭ,ГЕНЕСИС
18616,HYUNDAI,GENESIS COUPE,ХЕНДАИ | ХЕНДЭ,ГЕНЕСИС КУПЕ
1059,HYUNDAI,GETZ,ХЕНДАИ | ХЕНДЭ,ГЕТЗ
7677,HYUNDAI,GOLD,ХЕНДАИ | ХЕНДЭ,ГОЛД
1657,HYUNDAI,GRACE,ХЕНДАИ | ХЕНДЭ,ГРЭЙС
15317,HYUNDAI,GRAND SANTA FE,ХЕНДАИ | ХЕНДЭ,ГРАНД САНТА ФЕ
1060,HYUNDAI,GRANDEUR,ХЕНДАИ | ХЕНДЭ,ГРАНДЕУР
1658,HYUNDAI,H-1,ХЕНДАИ | ХЕНДЭ,
1659,HYUNDAI,H-200,ХЕНДАИ | ХЕНДЭ,
1980,HYUNDAI,HD 120,ХЕНДАИ | ХЕНДЭ,
1981,HYUNDAI,HD 170,ХЕНДАИ | ХЕНДЭ,
1982,HYUNDAI,HD 250,ХЕНДАИ | ХЕНДЭ,
1983,HYUNDAI,HD 260,ХЕНДАИ | ХЕНДЭ,
1984,HYUNDAI,HD 270,ХЕНДАИ | ХЕНДЭ,
15225,HYUNDAI,HD 35,ХЕНДАИ | ХЕНДЭ,
1985,HYUNDAI,HD 370,ХЕНДАИ | ХЕНДЭ,
1986,HYUNDAI,HD 450,ХЕНДАИ | ХЕНДЭ,
1987,HYUNDAI,HD 500,ХЕНДАИ | ХЕНДЭ,
1988,HYUNDAI,HD 65,ХЕНДАИ | ХЕНДЭ,
1989,HYUNDAI,HD 700,ХЕНДАИ | ХЕНДЭ,
1990,HYUNDAI,HD 72,ХЕНДАИ | ХЕНДЭ,
